source;fr;fr_dbta;en;en_dbta;pt;pt_dbta;es;es_dbta
country.lithuania;Lituanie;Lituanie;Lithuania;Lithuania;Lituânia;Lituânia;Lituania;Lituania
country.luxembourg;Luxembourg;Luxembourg;Luxembourg;Luxembourg;Luxemburgo;Luxemburgo;Luxemburgo;Luxemburgo
country.macau;Macao;Macao;Macau;Macau;Macau;Macau;Macao;Macao
country.north_macedonia;Macédoine du Nord;Macédoine du Nord;North Macedonia;North Macedonia;Macedônia do Norte;Macedônia do Norte;Macedonia del Norte;Macedonia del Norte
country.madagascar;Madagascar;Madagascar;Madagascar;Madagascar;Madagáscar;Madagáscar;Madagascar;Madagascar
country.malaysia;Malaisie;Malaisie;Malaysia;Malaysia;Malásia;Malásia;Malasia;Malasia
country.malawi;Malawi;Malawi;Malawi;Malawi;Maláui;Maláui;Malaui;Malaui
country.maldives;Maldives;Maldives;Maldives;Maldives;Maldivas;Maldivas;Maldivas;Maldivas
country.mali;Mali;Mali;Mali;Mali;Mali;Mali;Malí;Malí
country.malta;Malte;Malte;Malta;Malta;Malta;Malta;Malta;Malta
country.morocco;Maroc;Maroc;Morocco;Morocco;Marrocos;Marrocos;Marruecos;Marruecos
country.martinique;Martinique;Martinique;Martinique;Martinique;Martinica;Martinica;Martinica;Martinica
country.mauritius;Maurice;Maurice;Mauritius;Mauritius;Maurício;Maurício;Mauricio;Mauricio
country.mauritania;Mauritanie;Mauritanie;Mauritania;Mauritania;Mauritânia;Mauritânia;Mauritania;Mauritania
country.mayotte;Mayotte;Mayotte;Mayotte;Mayotte;Maiote;Maiote;Mayotte;Mayotte
country.mexico;Mexique;Mexique;Mexico;Mexico;México;México;México;México
country.moldova;Moldavie;Moldavie;Moldova;Moldova;Moldávia;Moldávia;Moldavia;Moldavia
country.mongolia;Mongolie;Mongolie;Mongolia;Mongolia;Mongólia;Mongólia;Mongolia;Mongolia
country.montenegro;Monténégro;Monténégro;Montenegro;Montenegro;Montenegro;Montenegro;Montenegro;Montenegro
country.montserrat;Montserrat;Montserrat;Montserrat;Montserrat;Montserrate;Montserrate;Montserrat;Montserrat
country.mozambique;Mozambique;Mozambique;Mozambique;Mozambique;Moçambique;Moçambique;Mozambique;Mozambique
country.namibia;Namibie;Namibie;Namibia;Namibia;Namíbia;Namíbia;Namibia;Namibia
country.nauru;Nauru;Nauru;Nauru;Nauru;Nauru;Nauru;Nauru;Nauru
country.nepal;Népal;Népal;Nepal;Nepal;Nepal;Nepal;Nepal;Nepal
country.nicaragua;Nicaragua;Nicaragua;Nicaragua;Nicaragua;Nicarágua;Nicarágua;Nicaragua;Nicaragua
country.niger;Niger;Niger;Niger;Niger;Níger;Níger;Níger;Níger
country.nigeria;Nigéria;Nigéria;Nigeria;Nigeria;Nigéria;Nigéria;Nigeria;Nigeria
country.niue;Niué;Niué;Niue;Niue;Niue;Niue;Niue;Niue
country.norway;Norvège;Norvège;Norway;Norway;Noruega;Noruega;Noruega;Noruega
country.new_caledonia;Nouvelle-Calédonie;Nouvelle-Calédonie;New Caledonia;New Caledonia;Nova Caledônia;Nova Caledônia;Nueva Caledonia;Nueva Caledonia
country.new_zealand;Nouvelle-Zélande;Nouvelle-Zélande;New Zealand;New Zealand;Nova Zelândia;Nova Zelândia;Nueva Zelanda;Nueva Zelanda
country.oman;Oman;Oman;Oman;Oman;Omã;Omã;Omán;Omán
country.uganda;Ouganda;Ouganda;Uganda;Uganda;Uganda;Uganda;Uganda;Uganda
country.uzbekistan;Ouzbékistan;Ouzbékistan;Uzbekistan;Uzbekistan;Uzbequistão;Uzbequistão;Uzbekistán;Uzbekistán
country.pakistan;Pakistan;Pakistan;Pakistan;Pakistan;Paquistão;Paquistão;Pakistán;Pakistán
country.palau;Palaos;Palaos;Palau;Palau;Palau;Palau;Palaos;Palaos
country.panama;Panama;Panama;Panama;Panama;Panamá;Panamá;Panamá;Panamá
country.papua_new_guinea;Papouasie-Nouvelle-Guinée;Papouasie-Nouvelle-Guinée;Papua New Guinea;Papua New Guinea;Papua Nova Guiné;Papua Nova Guiné;Papúa Nueva Guinea;Papúa Nueva Guinea
country.paraguay;Paraguay;Paraguay;Paraguay;Paraguay;Paraguai;Paraguai;Paraguay;Paraguay
country.the_netherlands;Pays Bas;Pays Bas;The Netherlands;The Netherlands;Os Países Baixos;Os Países Baixos;Países Bajos;Países Bajos
country.peru;Pérou;Pérou;Peru;Peru;Peru;Peru;Perú;Perú
country.philippines;Philippines;Philippines;Philippines;Philippines;Filipinas;Filipinas;Filipinas;Filipinas
country.poland;Pologne;Pologne;Poland;Poland;Polônia;Polônia;Polonia;Polonia
country.french_polynesia;Polynésie Française;Polynésie Française;French Polynesia;French Polynesia;Polinésia Francesa;Polinésia Francesa;Polinesia francesa;Polinesia francesa
country.porto_rico;Porto Rico;Porto Rico;Porto Rico;Porto Rico;Porto Rico;Porto Rico;Puerto Rico;Puerto Rico
country.portugal;le Portugal;le Portugal;Portugal;Portugal;Portugal;Portugal;Portugal;Portugal
country.monaco;Monaco;Monaco;Monaco;Monaco;Mônaco;Mônaco;Mónaco;Mónaco
country.qatar;Qatar;Qatar;Qatar;Qatar;Catar;Catar;Katar;Katar
country.central_african_republic;République Centrafricaine;République Centrafricaine;Central African Republic;Central African Republic;República Centro-Africana;República Centro-Africana;Republica Centro Africana;Republica Centro Africana
country.democratic_republic_of_congo;République Démocratique du Congo;République Démocratique du Congo;Democratic Republic of Congo;Democratic Republic of Congo;República Democrática do Congo;República Democrática do Congo;República Democrática del Congo;República Democrática del Congo
country.dominican_republic;République Dominicaine;République Dominicaine;Dominican Republic;Dominican Republic;República Dominicana;República Dominicana;República Dominicana;República Dominicana
country.republic_of_congo;République du Congo;République du Congo;Republic of Congo;Republic of Congo;República do Congo;República do Congo;República del Congo;República del Congo
country.czech_republic;République Tchèque;République Tchèque;Czech Republic;Czech Republic;República Checa;República Checa;República Checa;República Checa
country.meeting;Réunion;Réunion;Meeting;Meeting;Reunião;Reunião;Reunión;Reunión
country.romania;Roumanie;Roumanie;Romania;Romania;Romênia;Romênia;Rumania;Rumania
country.united_kingdom;Royaume-Uni;Royaume-Uni;United Kingdom;United Kingdom;Reino Unido;Reino Unido;Reino Unido;Reino Unido
country.russia;Russie;Russie;Russia;Russia;Rússia;Rússia;Rusia;Rusia
country.rwanda;Rwanda;Rwanda;Rwanda;Rwanda;Ruanda;Ruanda;Ruanda;Ruanda
country.saint_barthelemy;Saint-Barthélemy;Saint-Barthélemy;Saint Barthélemy;Saint Barthélemy;São Bartolomeu;São Bartolomeu;San Bartolomé;San Bartolomé
country.saint_helena;Sainte-Hélène;Sainte-Hélène;Saint Helena;Saint Helena;Santa Helena;Santa Helena;santa elena;santa elena
country.st._lucia;Sainte Lucie;Sainte Lucie;St. LUCIA;St. LUCIA;Santa Lúcia;Santa Lúcia;Santa Lucía;Santa Lucía
country.saint_kitts_and_nevis;Saint-Kitts-et-Nevis;Saint-Kitts-et-Nevis;Saint Kitts and Nevis;Saint Kitts and Nevis;São Cristóvão e Nevis;São Cristóvão e Nevis;San Cristóbal y Nieves;San Cristóbal y Nieves
country.san_marino;Saint Marin;Saint Marin;San Marino;San Marino;São Marino;São Marino;San Marino;San Marino
country.saint_pierre_and_miquelon;Saint-Pierre-et-Miquelon;Saint-Pierre-et-Miquelon;Saint Pierre and Miquelon;Saint Pierre and Miquelon;São Pedro e Miquelon;São Pedro e Miquelon;San Pedro y Miquelón;San Pedro y Miquelón
country.saint_vincent_and_the_grenadines;Saint-Vincent-et-les-Grenadines;Saint-Vincent-et-les-Grenadines;Saint Vincent and the Grenadines;Saint Vincent and the Grenadines;São Vicente e Granadinas;São Vicente e Granadinas;San Vicente y las Granadinas;San Vicente y las Granadinas
country.el_salvador;Salvador;Salvador;El Salvador;El Salvador;El Salvador;El Salvador;El Salvador;El Salvador
country.samoa;Samoa;Samoa;Samoa;Samoa;Samoa;Samoa;Samoa;Samoa
country.american_samoa;Samoa Américaines;Samoa Américaines;American Samoa;American Samoa;Samoa Americana;Samoa Americana;Samoa Americana;Samoa Americana
country.sao_tome_and_principe;Sao Tomé-et-Principe;Sao Tomé-et-Principe;Sao Tome and Principe;Sao Tome and Principe;São Tomé e Príncipe;São Tomé e Príncipe;Santo Tomé y Príncipe;Santo Tomé y Príncipe
country.senegal;Sénégal;Sénégal;Senegal;Senegal;Senegal;Senegal;Senegal;Senegal
country.serbia;Serbie;Serbie;Serbia;Serbia;Sérvia;Sérvia;Serbia;Serbia
country.seychelles;les Seychelles;les Seychelles;Seychelles;Seychelles;Seicheles;Seicheles;Seychelles;Seychelles
country.sierra_leone;Sierra Leone;Sierra Leone;Sierra Leone;Sierra Leone;Serra Leoa;Serra Leoa;Sierra Leona;Sierra Leona
country.singapore;Singapour;Singapour;Singapore;Singapore;Cingapura;Cingapura;Singapur;Singapur
country.slovakia;Slovaquie;Slovaquie;Slovakia;Slovakia;Eslováquia;Eslováquia;Eslovaquia;Eslovaquia
country.slovenia;Slovénie;Slovénie;Slovenia;Slovenia;Eslovênia;Eslovênia;Eslovenia;Eslovenia
country.somalia;Somalie;Somalie;Somalia;Somalia;Somália;Somália;Somalia;Somalia
country.sudan;Soudan;Soudan;Sudan;Sudan;Sudão;Sudão;Sudán;Sudán
country.south_sudan;Soudan du Sud;Soudan du Sud;South Sudan;South Sudan;Sudão do Sul;Sudão do Sul;Sudán del Sur;Sudán del Sur
country.sri_lanka;Sri Lanka;Sri Lanka;Sri Lanka;Sri Lanka;Sri Lanka;Sri Lanka;Sri Lanka;Sri Lanka
country.sweden;Suède;Suède;Sweden;Sweden;Suécia;Suécia;Suecia;Suecia
country.swiss;Suisse;Suisse;Swiss;Swiss;suíço;suíço;suizo;suizo
country.suriname;Surinam;Surinam;Suriname;Suriname;Suriname;Suriname;Surinam;Surinam
country.svalbard_and_jan_mayen;Svalbard et Jan Mayen;Svalbard et Jan Mayen;Svalbard and Jan Mayen;Svalbard and Jan Mayen;Svalbard e Jan Mayen;Svalbard e Jan Mayen;Svalbard y Jan Mayen;Svalbard y Jan Mayen
country.swaziland;Swaziland;Swaziland;Swaziland;Swaziland;Suazilândia;Suazilândia;Suazilandia;Suazilandia
country.syria;Syrie;Syrie;Syria;Syria;Síria;Síria;Siria;Siria
country.tajikistan;Tadjikistan;Tadjikistan;Tajikistan;Tajikistan;Tadjiquistão;Tadjiquistão;Tayikistán;Tayikistán
country.taiwan;Taïwan;Taïwan;Taiwan;Taiwan;Taiwan;Taiwan;Taiwán;Taiwán
country.tanzania;Tanzanie;Tanzanie;Tanzania;Tanzania;Tanzânia;Tanzânia;Tanzania;Tanzania
country.chad;Tchad;Tchad;Chad;Chad;Chade;Chade;Chad;Chad
country.french_southern_lands;Terres Australes Françaises;Terres Australes Françaises;French Southern Lands;French Southern Lands;Terras do Sul da França;Terras do Sul da França;Tierras del sur francesas;Tierras del sur francesas
country.thailand;Thaïlande;Thaïlande;Thailand;Thailand;Tailândia;Tailândia;Tailandia;Tailandia
country.east_timor;Timor oriental;Timor oriental;East Timor;East Timor;Timor Leste;Timor Leste;Timor Oriental;Timor Oriental
country.togo;Togo;Togo;Togo;Togo;Ir;Ir;Ir;Ir
country.tonga;Tonga;Tonga;Tonga;Tonga;Tonga;Tonga;Tonga;Tonga
country.trinidad_and_tobago;Trinité-et-Tobago;Trinité-et-Tobago;Trinidad and Tobago;Trinidad and Tobago;Trinidad e Tobago;Trinidad e Tobago;Trinidad y Tobago;Trinidad y Tobago
country.tunisia;Tunisie;Tunisie;Tunisia;Tunisia;Tunísia;Tunísia;Túnez;Túnez
country.turkmenistan;Turkménistan;Turkménistan;Turkmenistan;Turkmenistan;Turcomenistão;Turcomenistão;Turkmenistán;Turkmenistán
country.türkiye;Turquie;Turquie;Türkiye;Türkiye;Turquia;Turquia;Turquía;Turquía
country.tuvalu;Tuvalu;Tuvalu;Tuvalu;Tuvalu;Tuvalu;Tuvalu;Tuvalu;Tuvalu
country.ukraine;Ukraine;Ukraine;Ukraine;Ukraine;Ucrânia;Ucrânia;Ucrania;Ucrania
country.uruguay;Uruguay;Uruguay;Uruguay;Uruguay;Uruguai;Uruguai;Uruguay;Uruguay
country.vanuatu;Vanuatu;Vanuatu;Vanuatu;Vanuatu;Vanuatu;Vanuatu;Vanuatu;Vanuatu
country.venezuela;Venezuela;Venezuela;Venezuela;Venezuela;Venezuela;Venezuela;Venezuela;Venezuela
country.vietnam;Viêt-Nam;Viêt-Nam;Vietnam;Vietnam;Vietnã;Vietnã;Vietnam;Vietnam
country.wallis_and_futuna;Wallis et Futuna;Wallis et Futuna;Wallis and futuna;Wallis and futuna;Wallis e Futuna;Wallis e Futuna;Wallis y Futuna;Wallis y Futuna
country.yemen;Yémen;Yémen;Yemen;Yemen;Iémen;Iémen;Yemen;Yemen
country.zambia;Zambie;Zambie;Zambia;Zambia;Zâmbia;Zâmbia;Zambia;Zambia
country.zimbabwe;Zimbabwe;Zimbabwe;Zimbabwe;Zimbabwe;Zimbábue;Zimbábue;Zimbabue;Zimbabue
country.guernesey;Guernesey;Guernesey;Guernesey;Guernesey;Guernesey;Guernesey;Guernesey;Guernesey
country.iles-malouines;Iles Malouines;Iles Malouines;Falkland Islands;Falkland Islands;Ilhas Malvinas;Ilhas Malvinas;Islas Malvinas;Islas Malvinas
country.jersey;Jersey;Jersey;Jersey;Jersey;Jersey;Jersey;Jersey;Jersey
country.palestine;Palestine;Palestine;Palestine;Palestine;Palestina;Palestina;Palestina;Palestina
country.pays-Bas-caribeens;Pays Bas Caribéens;Pays Bas Caribéens;Caribbean Netherlands;Caribbean Netherlands;Holanda caribenha;Holanda caribenha;Caribe Neerlandés;Caribe Neerlandés
country.sahara-occidental;Sahar occidental;Sahar occidental;Western Sahar;Western Sahar;Saar Ocidental;Saar Ocidental;Sahara Occidental;Sahara Occidental
country.saint-christophe-et-nieves;Saint Christophe et Nives;Saint Christophe et Nives;Saint Christopher and Nives;Saint Christopher and Nives;São Cristóvão e Nives;São Cristóvão e Nives;San Cristóbal y Nives;San Cristóbal y Nives
country.saint-martin;Saint Martin;Saint Martin;Saint-Martin;Saint-Martin;São Martinho;São Martinho;San Martín;San Martín
country.sint-maarten;Saint Martin;Saint Martin;Saint-Martin;Saint-Martin;São Martinho;São Martinho;San Martín;San Martín
country.territoire-britannique-de-locéan-Indien;Territoires Britanniques de l'océan indien;Territoires Britanniques de l'océan indien;British Indian Ocean Territories;British Indian Ocean Territories;Territórios Britânicos do Oceano Índico;Territórios Britânicos do Oceano Índico;Territorios Británicos del Océano Índico;Territorios Británicos del Océano Índico
country.tokelau;Tokeleau;Tokeleau;Tokeleau;Tokeleau;Toquelau;Toquelau;Tokeleau;Tokeleau
;;;;;;;;
;;;;;;;;
;<-- Devises -->;;;;;;;
currency.cfa_franc_bceao;Franc CFA BCEAO;Franc CFA BCEAO;CFA Franc BCEAO;CFA Franc BCEAO;Franco CFA BCEAO;Franco CFA BCEAO;Franco CFA BCEAO;Franco CFA BCEAO
currency.malagasy_ariary;Ariary malgache;Ariary malgache;Malagasy Ariary;Malagasy Ariary;Ariary malgaxe;Ariary malgaxe;Ariary malgache;Ariary malgache
currency.congolese_franc;Franc congolais;Franc congolais;Congolese franc;Congolese franc;Franco congolês;Franco congolês;franco congoleño;franco congoleño
currency.gourd;Gourde;Gourde;Gourd;Gourd;Cabaça;Cabaça;Calabaza;Calabaza
currency.moroccan_dirham;Dirham marocain;Dirham marocain;Moroccan Dirham;Moroccan Dirham;Dirham Marroquino;Dirham Marroquino;dírham marroquí;dírham marroquí
currency.tunisian_dinar;Dinar tunisien;Dinar tunisien;Tunisian Dinar;Tunisian Dinar;Dinar Tunisino;Dinar Tunisino;dinar tunecino;dinar tunecino
currency.cape_verdean_escudo;Escudo cap-verdien;Escudo cap-verdien;Cape Verdean escudo;Cape Verdean escudo;Escudo cabo-verdiano;Escudo cabo-verdiano;Escudo de Cabo Verde;Escudo de Cabo Verde
currency.guinean_franc;Franc guinéen;Franc guinéen;Guinean franc;Guinean franc;Franco guineense;Franco guineense;franco guineano;franco guineano
currency.rwandan_franc;Franc rwandais;Franc rwandais;Rwandan franc;Rwandan franc;Franco ruandês;Franco ruandês;franco ruandés;franco ruandés
currency.burundian_franc;Franc burundais;Franc burundais;Burundian franc;Burundian franc;Franco do Burundi;Franco do Burundi;franco burundés;franco burundés
currency.mauritanian_ouguiya;Ouguiya mauritanien;Ouguiya mauritanien;Mauritanian ouguiya;Mauritanian ouguiya;ouguiya mauritana;ouguiya mauritana;uguiya mauritana;uguiya mauritana
currency.comorian_franc;Franc comorien;Franc comorien;Comorian franc;Comorian franc;Franco comoriano;Franco comoriano;franco comorano;franco comorano
currency.kenyan_shilling;Shilling Kenyan;Shilling Kenyan;Kenyan Shilling;Kenyan Shilling;Xelim Queniano;Xelim Queniano;Chelín keniano;Chelín keniano
currency.djiboutian_franc;Franc Djiboutien;Franc Djiboutien;Djiboutian Franc;Djiboutian Franc;Franco Djibutiano;Franco Djibutiano;Franco de Yibuti;Franco de Yibuti
currency.afghanis;Afghani;Afghani;Afghanis;Afghanis;Afegãos;Afegãos;afganos;afganos
currency.south_african_rand;Rand sudafricano;Rand sudafricano;South African Rand;South African Rand;Rand sul-africano;Rand sul-africano;rand sudafricano;rand sudafricano
currency.lek;Lek;Lek;Lek;Lek;Lek;Lek;Lek;Lek
currency.algerian_dinar;Dinar algérien;Dinar algérien;Algerian Dinar;Algerian Dinar;Dinar Argelino;Dinar Argelino;dinar argelino;dinar argelino
currency.euro;Euro;Euro;Euro;Euro;Euro;Euro;Euro;Euro
currency.american_dollar;Dollar américain;Dollar américain;American dollar;American dollar;dólar americano;dólar americano;dólar americano;dólar americano
currency.kwanza;Kwanza;Kwanza;Kwanza;Kwanza;Kwanza;Kwanza;kwanza;kwanza
currency.east_caribbean_dollar;Dollar des Caraïbes orientales;Dollar des Caraïbes orientales;East Caribbean Dollar;East Caribbean Dollar;Dólar do Caribe Oriental;Dólar do Caribe Oriental;Dólar del Caribe Oriental;Dólar del Caribe Oriental
